Quantiy,Price
772182122.8913441,1
681523676.5158639,2
628491885.0125682,3
590865230.1403837,4
561679729.2132773,5
537833438.6370881,6
517671687.2330445,7
500206783.7649036,8
484801647.1337923,9
471021282.83779716,10
458555427.0034741,11
447174992.2616079,12
436706007.13855296,13
427013240.85756433,14
417989491.33450145,15
409548337.38942343,16
401619092.0860824,17
394143200.75831217,18
387071614.206892,19
380362836.46231705,20
373981449.3542686,21
367896980.62799394,22
362083023.8719872,23
356516545.8861277,24
351177335.5352106,25
346047560.7630728,26
341111409.25501645,27
336354794.4820842,28
331765113.35146934,29
327331044.9590213,30
323042382.3525339,31
318889891.01394325,32
314865189.1246983,33
310960645.7106022,34
307169293.5549778,35
303484754.38283205,36
299901174.2979073,37
296413167.83141184,38
293015769.2597771,39
289704390.0868369,40
286474781.7768293,41
283323002.97878844,42
280245390.6080259,43
277238534.2525138,44
274299253.4557256,45
271424577.49650705,46
268611727.3436871,47
265858099.51064754,48
263161251.57474494,49
260518889.15973043,50
257928854.20730656,51
255389114.3875926,52
252897753.5183103,53
250452962.87953627,54
248053033.32540733,55
245696348.10660398,56
243381376.32811612,57
241106666.97598922,58
238870843.45468247,59
236672598.58354115,60
234510690.00684118,61
232383935.97705376,62
230291211.47549272,63
228231444.63846314,64
226203613.4604863,65
224206742.7492181,66
222239901.30934834,67
220302199.3351221,68
218392785.99321127,69
216510847.17949748,70
214655603.43496525,71
212826308.00735188,72
211022245.04648995,73
209242727.92242706,74
207487097.65643477,75
205754721.45593166,76
204044991.34517455,77
202357322.8842969,78
200691153.96994603,79
199045943.71135676,80
197421171.3762405,81
195816335.40134907,82
194230952.46300733,83
192664556.60330832,84
191116698.4080156,85
189586944.23254585,86
188074875.47269344,87
186580087.8770336,88
185102190.89817274,89
183640807.08024538,90
182195571.48025346,91
180766131.12102687,92
179352144.47375798,93
177953280.96820688,94
176569220.52882528,95
175199653.13516748,96
173844278.40507948,97
172502805.19926465,98
171174951.24592245,99
169860442.78425026,100
168559014.22568417,101
167270407.83182645,102
165994373.4080844,103
164730668.0121125,104
163479055.67620194,105
162239307.14283025,106
161011199.61262596,107
159794516.5040561,108
158589047.22418976,109
157394586.9499272,110
156210936.4191314,111
155037901.73112392,112
153875294.1560489,113
152722929.952636,114
151580630.1939205,115
150448220.60050905,116
149325531.38100123,117
148212397.0792023,118
147108656.42778277,119
146014152.20806098,120
144928731.11560416,121
143852243.631361,122
142784543.89805353,123
141725489.6015736,124
140674941.85714376,125
139632765.10001254,126
138598826.9804703,127
137572998.26298296,128
136555152.72925007,129
135545167.08500612,130
134542920.87039244,131
133548296.37373793,132
132561178.54859245,133
131581454.93386817,134
130609015.57694972,135
129643752.95964193,136
128685561.92682946,137
127734339.61773121,138
126789985.39963686,139
125852400.80401742,140
124921489.46491122,141
123997157.05948508,142
123079311.25068307,143
122167861.6318717,144
121262719.67340267,145
120363798.67100978,146
119471013.6959691,147
118584281.546947,148
117703520.7034707,149
116828651.2809546,150
115959594.98721993,151
115096275.08045149,152
114238616.32853067,153
113386544.96969438,154
112539988.67446709,155
111698876.50881672,156
110863138.89848769,157
110032707.59446585,158
109207515.63953447,159
108387497.33587658,160
107572588.21368766,161
106762725.00076044,162
105957845.59300458,163
105157889.0258689,164
104362795.44663155,165
103572506.08752716,166
102786963.23968256,167
102006110.22782815,168
101229891.38576186,169
100458252.03253543,170
99691138.44934022,171
98928497.85706568,172
98170278.39450896,173
97416429.09721327,174
96666899.87691092,175
95921641.50155354,176
95180605.57590663,177
94443744.52269256,178
93711011.56426013,179
92982360.70476532,180
92257746.7128458,181
91537125.10477328,182
90820452.12806523,183
90107684.7455467,184
89398780.61984062,185
88693698.0982778,186
87992396.19821239,187
87294834.59272671,188
86600973.59671688,189
85910774.15334511,190
85224197.82084763,191
84541206.7596873,192
83861763.72003889,193
83185832.02959931,194
82513375.58171034,195
81844358.82378459,196
81178746.74602723,197
80516504.87044227,198
79857599.24011624,199
79201996.4087702,200
78549663.43057239,201
77900567.85020411,202
77254677.69316983,203
76611961.45634627,204
75972388.09876251,205
75335927.03260422,206
74702548.11443555,207
74072221.63663232,208
73444918.31902206,209
72820609.30072176,210
72199266.13217032,211
71580860.76735008,212
70965365.55618942,213
70352753.23714578,214
69742996.92995918,215
69136070.12857592,216
68531946.69423425,217
67930600.84870958,218
67332007.167714,219
66736140.574447036,220
66142976.33329129,221
65552490.04365134,222
64964657.633930564,223
64379455.35564375,224
63796859.77765882,225
63216847.78056872,226
62639396.55118525,227
62064483.57715583,228
61492086.641696334,229
60922183.81844032,230
60354753.466398716,231
59789774.22502887,232
59227225.00941002,233
58667085.00552106,234
58109333.66562033,235
57553950.70372212,236
57000916.09117007,237
56450210.0523026,238
55901813.06021023,239
55355705.832580805,240
54811869.327631354,241
54270284.74012399,242
53730933.497464776,243
53193797.25588083,244
52658857.89667809,245
52126097.52257335,246
51595498.45410085,247
51067043.22609341,248
50540714.584231496,249
50016495.481663704,250
49494369.07569349,251
48974318.724532366,252
48456327.98411727,253
47940380.604990125,254
47426460.52923989,255
46914551.88750279,256
46404638.9960233,257
45896706.3537699,258
45390738.63960779,259
44886720.70952594,260
44384637.59391761,261
43884474.49491227,262
43386216.78375876,263
42889849.998257756,264
42395359.84024358,265
41902732.17311227,266
41411953.0193969,267
40923008.558387995,268
40435885.12379801,269
39950569.20146954,270
39467047.42712569,271
38985306.58416176,272
38505333.601477504,273
38027115.55134928,274
37550639.647340536,275
37075893.24225116,276
36602863.82610154,277
36131539.02415669,278
35661906.59498215,279
35193954.42853737,280
34727670.544300914,281
34263043.08943105,282
33800060.336957455,283
33338710.684004903,284
32878982.65004933,285
32420864.875202894,286
31964346.118529677,287
31509415.256391525,288
31056061.280820727,289
30604273.297922492,290
30154040.52630365,291
29705352.295529604,292
29258198.04460621,293
28812567.32048893,294
28368449.77661574,295
27925835.171466827,296
27484713.367146492,297
27045074.327990532,298
26606908.119196057,299
26170204.905474424,300
25734954.949726343,301
25301148.611739755,302
24868776.34690845,303
24437828.704971313,304
24008296.328774452,305
23580169.953050494,306
23153440.403220654,307
22728098.59421432,308
22304135.529308558,309
21881542.29898691,310
21460310.079815388,311
21040430.133336544,312
20621893.804983497,313
20204692.523007512,314
19788817.797425985,315
19374261.218985677,316
18961014.458141804,317
18549069.2640543,318
18138417.463599443,319
17729050.96039641,320
17320961.733850002,321
16914141.838207483,322
16508583.401630402,323
16104278.625280261,324
15701219.782419443,325
15299399.217524529,326
14898809.345413804,327
14499442.650388718,328
14101291.685387492,329
13704349.071151376,330
13308607.49540484,331
12914059.7120471,332
12520698.540355563,333
12128516.86420238,334
11737507.631281495,335
11347663.85234797,336
10958978.600468278,337
10571445.010281682,338
10185056.277273059,339
9799805.657055259,340
9415686.464663982,341
9032692.073860168,342
8650815.916445374,343
8270051.481585503,344
7890392.315144539,345
7511832.019028783,346
7134364.250538945,347
6757982.721733093,348
6382681.198798418,349
